Epoch,Train Loss,Trian Time,Valid Loss,Valid Time,Eval Metrics,Test Loss,Test Metrics,Test Time,Time,Test Result Dir
11,121.87464207410812,0:00:05,21.6482991874218,0:00:01,"{0: {'f1': 0.3292124542124542, 'precision': 0.23163659793814434, 'accuracy': 0.9412601992742727, 'roc_auc_score': 0.7598860998379741}, 1: {'f1': 0.8739450835420872, 'precision': 0.8292333964092861, 'accuracy': 0.8960927006274935, 'roc_auc_score': 0.9010833366631021}}",21.664250671863556,"{0: {'f1': 0.3292124542124542, 'precision': 0.23163659793814434, 'accuracy': 0.9412601992742727, 'roc_auc_score': 0.7598860998379741}, 1: {'f1': 0.8739450835420872, 'precision': 0.8292333964092861, 'accuracy': 0.8960927006274935, 'roc_auc_score': 0.9010833366631021}}",0:00:02,20211226_1941,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
12,117.85753399133682,0:00:05,21.228833585977554,0:00:01,"{0: {'f1': 0.3299113392440504, 'precision': 0.22777061855670103, 'accuracy': 0.9424229666606524, 'roc_auc_score': 0.7744590123334024}, 1: {'f1': 0.8771085520661969, 'precision': 0.8243411639820926, 'accuracy': 0.8996611936408653, 'roc_auc_score': 0.9068030782830133}}",21.21017336845398,"{0: {'f1': 0.3299113392440504, 'precision': 0.22777061855670103, 'accuracy': 0.9424229666606524, 'roc_auc_score': 0.7744590123334024}, 1: {'f1': 0.8771085520661969, 'precision': 0.8243411639820926, 'accuracy': 0.8996611936408653, 'roc_auc_score': 0.9068030782830133}}",0:00:02,20211226_1941,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
13,115.06633698940277,0:00:05,20.986385136842728,0:00:01,"{0: {'f1': 0.3182035355948399, 'precision': 0.21456185567010308, 'accuracy': 0.9427838255047012, 'roc_auc_score': 0.7827833810266784}, 1: {'f1': 0.8781090837165603, 'precision': 0.819587390963216, 'accuracy': 0.9011647721577354, 'roc_auc_score': 0.9099737609782789}}",20.97984004020691,"{0: {'f1': 0.3182035355948399, 'precision': 0.21456185567010308, 'accuracy': 0.9427838255047012, 'roc_auc_score': 0.7827833810266784}, 1: {'f1': 0.8781090837165603, 'precision': 0.819587390963216, 'accuracy': 0.9011647721577354, 'roc_auc_score': 0.9099737609782789}}",0:00:02,20211226_1941,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
14,112.13633799552917,0:00:05,20.575929045677185,0:00:01,"{0: {'f1': 0.31714900741449414, 'precision': 0.21359536082474226, 'accuracy': 0.942763777791143, 'roc_auc_score': 0.7827912468474318}, 1: {'f1': 0.8797979297706899, 'precision': 0.8198643097798496, 'accuracy': 0.9026883983881638, 'roc_auc_score': 0.9119762601541659}}",20.580251544713974,"{0: {'f1': 0.31714900741449414, 'precision': 0.21359536082474226, 'accuracy': 0.942763777791143, 'roc_auc_score': 0.7827912468474318}, 1: {'f1': 0.8797979297706899, 'precision': 0.8198643097798496, 'accuracy': 0.9026883983881638, 'roc_auc_score': 0.9119762601541659}}",0:00:02,20211226_1941,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
15,109.87167221307755,0:00:05,20.354706168174744,0:00:01,"{0: {'f1': 0.3190978886756238, 'precision': 0.21423969072164947, 'accuracy': 0.9431045889216335, 'roc_auc_score': 0.7875189483171846}, 1: {'f1': 0.8823442429022081, 'precision': 0.8261872894263165, 'accuracy': 0.9042922154728253, 'roc_auc_score': 0.9125491769354187}}",20.35999885201454,"{0: {'f1': 0.3190978886756238, 'precision': 0.21423969072164947, 'accuracy': 0.9431045889216335, 'roc_auc_score': 0.7875189483171846}, 1: {'f1': 0.8823442429022081, 'precision': 0.8261872894263165, 'accuracy': 0.9042922154728253, 'roc_auc_score': 0.9125491769354187}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
16,107.79849728941917,0:00:05,19.999084949493408,0:00:01,"{0: {'f1': 0.32046332046332043, 'precision': 0.21391752577319587, 'accuracy': 0.9435456386199154, 'roc_auc_score': 0.7942517556970577}, 1: {'f1': 0.8833604817611926, 'precision': 0.8259565237457885, 'accuracy': 0.9052545057236222, 'roc_auc_score': 0.9139060018015664}}",20.006572246551514,"{0: {'f1': 0.32046332046332043, 'precision': 0.21391752577319587, 'accuracy': 0.9435456386199154, 'roc_auc_score': 0.7942517556970577}, 1: {'f1': 0.8833604817611926, 'precision': 0.8259565237457885, 'accuracy': 0.9052545057236222, 'roc_auc_score': 0.9139060018015664}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
17,106.37997886538506,0:00:05,20.034524232149124,0:00:01,"{0: {'f1': 0.33223374175306314, 'precision': 0.2271262886597938, 'accuracy': 0.9431847797758666, 'roc_auc_score': 0.7846008547866866}, 1: {'f1': 0.8832518923062181, 'precision': 0.8509253703789172, 'accuracy': 0.9022874441169985, 'roc_auc_score': 0.9048711527040318}}",20.043387860059738,"{0: {'f1': 0.33223374175306314, 'precision': 0.2271262886597938, 'accuracy': 0.9431847797758666, 'roc_auc_score': 0.7846008547866866}, 1: {'f1': 0.8832518923062181, 'precision': 0.8509253703789172, 'accuracy': 0.9022874441169985, 'roc_auc_score': 0.9048711527040318}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
18,104.64508163928986,0:00:05,19.647763192653656,0:00:01,"{0: {'f1': 0.33269323091694675, 'precision': 0.22326030927835053, 'accuracy': 0.9442673563080131, 'roc_auc_score': 0.8015779317652442}, 1: {'f1': 0.8868780475970987, 'precision': 0.8436331748742327, 'accuracy': 0.9065175116777932, 'roc_auc_score': 0.9115401583717332}}",19.64717298746109,"{0: {'f1': 0.33269323091694675, 'precision': 0.22326030927835053, 'accuracy': 0.9442673563080131, 'roc_auc_score': 0.8015779317652442}, 1: {'f1': 0.8868780475970987, 'precision': 0.8436331748742327, 'accuracy': 0.9065175116777932, 'roc_auc_score': 0.9115401583717332}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
19,102.6725911796093,0:00:05,19.486301869153976,0:00:01,"{0: {'f1': 0.2970447082596615, 'precision': 0.18943298969072164, 'accuracy': 0.9442072131673382, 'roc_auc_score': 0.8181997951677628}, 1: {'f1': 0.8881166464155529, 'precision': 0.8433562560575991, 'accuracy': 0.907700326777731, 'roc_auc_score': 0.9131212461918201}}",19.478342592716217,"{0: {'f1': 0.2970447082596615, 'precision': 0.18943298969072164, 'accuracy': 0.9442072131673382, 'roc_auc_score': 0.8181997951677628}, 1: {'f1': 0.8881166464155529, 'precision': 0.8433562560575991, 'accuracy': 0.907700326777731, 'roc_auc_score': 0.9131212461918201}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
20,101.86684593558311,0:00:05,19.216695725917816,0:00:01,"{0: {'f1': 0.33428707677634717, 'precision': 0.22583762886597938, 'accuracy': 0.9440267837453139, 'roc_auc_score': 0.7969341898105363}, 1: {'f1': 0.8895192377627464, 'precision': 0.8466792818572022, 'accuracy': 0.9086425693149697, 'roc_auc_score': 0.9136460443411507}}",19.216669112443924,"{0: {'f1': 0.33428707677634717, 'precision': 0.22583762886597938, 'accuracy': 0.9440267837453139, 'roc_auc_score': 0.7969341898105363}, 1: {'f1': 0.8895192377627464, 'precision': 0.8466792818572022, 'accuracy': 0.9086425693149697, 'roc_auc_score': 0.9136460443411507}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
21,100.31940034031868,0:00:05,19.17255413532257,0:00:01,"{0: {'f1': 0.3195673549655851, 'precision': 0.20940721649484537, 'accuracy': 0.9445079288707123, 'roc_auc_score': 0.8120536250878679}, 1: {'f1': 0.8902800019410879, 'precision': 0.8467254349933078, 'accuracy': 0.909344239289509, 'roc_auc_score': 0.9145386181220373}}",19.16186335682869,"{0: {'f1': 0.3195673549655851, 'precision': 0.20940721649484537, 'accuracy': 0.9445079288707123, 'roc_auc_score': 0.8120536250878679}, 1: {'f1': 0.8902800019410879, 'precision': 0.8467254349933078, 'accuracy': 0.909344239289509, 'roc_auc_score': 0.9145386181220373}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
22,99.44102844595909,0:00:05,18.884812206029892,0:00:01,"{0: {'f1': 0.2886492039034412, 'precision': 0.18105670103092783, 'accuracy': 0.9444678334435958, 'roc_auc_score': 0.8298055097366323}, 1: {'f1': 0.891086720540345, 'precision': 0.852448423870402, 'accuracy': 0.9094845732844169, 'roc_auc_score': 0.9135783226032047}}",18.88398227095604,"{0: {'f1': 0.2886492039034412, 'precision': 0.18105670103092783, 'accuracy': 0.9444678334435958, 'roc_auc_score': 0.8298055097366323}, 1: {'f1': 0.891086720540345, 'precision': 0.852448423870402, 'accuracy': 0.9094845732844169, 'roc_auc_score': 0.9135783226032047}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
23,97.24601775407791,0:00:05,18.80842825770378,0:00:01,"{0: {'f1': 0.2974828375286041, 'precision': 0.18846649484536082, 'accuracy': 0.9446081674385036, 'roc_auc_score': 0.8271579079024677}, 1: {'f1': 0.8931188777361229, 'precision': 0.8521253519176628, 'accuracy': 0.9114091537860107, 'roc_auc_score': 0.9160868715249734}}",18.80126002430916,"{0: {'f1': 0.2974828375286041, 'precision': 0.18846649484536082, 'accuracy': 0.9446081674385036, 'roc_auc_score': 0.8271579079024677}, 1: {'f1': 0.8931188777361229, 'precision': 0.8521253519176628, 'accuracy': 0.9114091537860107, 'roc_auc_score': 0.9160868715249734}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
24,96.20253816246986,0:00:05,18.632926911115646,0:00:01,"{0: {'f1': 0.28929851510496674, 'precision': 0.18202319587628865, 'accuracy': 0.9443475471622461, 'roc_auc_score': 0.8263779288306058}, 1: {'f1': 0.8947050727961948, 'precision': 0.8551253057645267, 'accuracy': 0.9125719211723903, 'roc_auc_score': 0.9169740806915289}}",18.633168935775757,"{0: {'f1': 0.28929851510496674, 'precision': 0.18202319587628865, 'accuracy': 0.9443475471622461, 'roc_auc_score': 0.8263779288306058}, 1: {'f1': 0.8947050727961948, 'precision': 0.8551253057645267, 'accuracy': 0.9125719211723903, 'roc_auc_score': 0.9169740806915289}}",0:00:02,20211226_1942,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
25,94.27974075078964,0:00:05,18.452002614736557,0:00:01,"{0: {'f1': 0.3105341987019471, 'precision': 0.20038659793814434, 'accuracy': 0.9446282151520619, 'roc_auc_score': 0.8194519674910226}, 1: {'f1': 0.8955129144084762, 'precision': 0.8464946693127798, 'accuracy': 0.91419578597061, 'roc_auc_score': 0.9209072885993853}}",18.462629228830338,"{0: {'f1': 0.3105341987019471, 'precision': 0.20038659793814434, 'accuracy': 0.9446282151520619, 'roc_auc_score': 0.8194519674910226}, 1: {'f1': 0.8955129144084762, 'precision': 0.8464946693127798, 'accuracy': 0.91419578597061, 'roc_auc_score': 0.9209072885993853}}",0:00:02,20211226_1943,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
26,92.71184200048447,0:00:05,18.281745821237564,0:00:01,"{0: {'f1': 0.3050847457627119, 'precision': 0.19426546391752578, 'accuracy': 0.944928930855436, 'roc_auc_score': 0.8296199222603311}, 1: {'f1': 0.8968448350381789, 'precision': 0.8619098167720497, 'accuracy': 0.9138750225536778, 'roc_auc_score': 0.9173356356995392}}",18.300121873617172,"{0: {'f1': 0.3050847457627119, 'precision': 0.19426546391752578, 'accuracy': 0.944928930855436, 'roc_auc_score': 0.8296199222603311}, 1: {'f1': 0.8968448350381789, 'precision': 0.8619098167720497, 'accuracy': 0.9138750225536778, 'roc_auc_score': 0.9173356356995392}}",0:00:02,20211226_1943,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
27,91.28637567162514,0:00:05,18.069010019302368,0:00:01,"{0: {'f1': 0.2859354838709678, 'precision': 0.17847938144329897, 'accuracy': 0.9445279765842706, 'roc_auc_score': 0.8333115447177661}, 1: {'f1': 0.8991165780035144, 'precision': 0.8619559699081553, 'accuracy': 0.915980032477296, 'roc_auc_score': 0.9199711465543963}}",18.0738727748394,"{0: {'f1': 0.2859354838709678, 'precision': 0.17847938144329897, 'accuracy': 0.9445279765842706, 'roc_auc_score': 0.8333115447177661}, 1: {'f1': 0.8991165780035144, 'precision': 0.8619559699081553, 'accuracy': 0.915980032477296, 'roc_auc_score': 0.9199711465543963}}",0:00:02,20211226_1943,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
28,89.92965003848076,0:00:05,18.145347386598587,0:00:01,"{0: {'f1': 0.31000492853622474, 'precision': 0.2026417525773196, 'accuracy': 0.9438664020368477, 'roc_auc_score': 0.8043717871047267}, 1: {'f1': 0.9003607709104718, 'precision': 0.8753865325148844, 'accuracy': 0.9158396984823881, 'roc_auc_score': 0.9175075370627206}}",18.149374693632126,"{0: {'f1': 0.31000492853622474, 'precision': 0.2026417525773196, 'accuracy': 0.9438664020368477, 'roc_auc_score': 0.8043717871047267}, 1: {'f1': 0.9003607709104718, 'precision': 0.8753865325148844, 'accuracy': 0.9158396984823881, 'roc_auc_score': 0.9175075370627206}}",0:00:02,20211226_1943,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
29,88.53623846173286,0:00:05,17.908236622810364,0:00:01,"{0: {'f1': 0.2605445808862787, 'precision': 0.15721649484536082, 'accuracy': 0.9444678334435958, 'roc_auc_score': 0.8534979965163243}, 1: {'f1': 0.9017833757946618, 'precision': 0.8740019384317165, 'accuracy': 0.9173031815721417, 'roc_auc_score': 0.9195000151034405}}",17.915850341320038,"{0: {'f1': 0.2605445808862787, 'precision': 0.15721649484536082, 'accuracy': 0.9444678334435958, 'roc_auc_score': 0.8534979965163243}, 1: {'f1': 0.9017833757946618, 'precision': 0.8740019384317165, 'accuracy': 0.9173031815721417, 'roc_auc_score': 0.9195000151034405}}",0:00:02,20211226_1943,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
30,87.18965643644333,0:00:05,17.656083583831787,0:00:01,"{0: {'f1': 0.23172413793103447, 'precision': 0.13530927835051546, 'accuracy': 0.9441671177402218, 'roc_auc_score': 0.8758830107914899}, 1: {'f1': 0.9020321063097143, 'precision': 0.8584021784280241, 'accuracy': 0.9190072372245945, 'roc_auc_score': 0.9245569798135024}}",17.640788674354553,"{0: {'f1': 0.23172413793103447, 'precision': 0.13530927835051546, 'accuracy': 0.9441671177402218, 'roc_auc_score': 0.8758830107914899}, 1: {'f1': 0.9020321063097143, 'precision': 0.8584021784280241, 'accuracy': 0.9190072372245945, 'roc_auc_score': 0.9245569798135024}}",0:00:02,20211226_1943,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
31,85.56961497664452,0:00:05,17.591329991817474,0:00:01,"{0: {'f1': 0.2577706323687031, 'precision': 0.15496134020618557, 'accuracy': 0.9444678334435958, 'roc_auc_score': 0.85633396381429}, 1: {'f1': 0.9050861224587305, 'precision': 0.87427885724835, 'accuracy': 0.9203504340329985, 'roc_auc_score': 0.923196332854234}}",17.58578759431839,"{0: {'f1': 0.2577706323687031, 'precision': 0.15496134020618557, 'accuracy': 0.9444678334435958, 'roc_auc_score': 0.85633396381429}, 1: {'f1': 0.9050861224587305, 'precision': 0.87427885724835, 'accuracy': 0.9203504340329985, 'roc_auc_score': 0.923196332854234}}",0:00:02,20211226_1943,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
32,85.18047028779984,0:00:05,17.591094940900803,0:00:01,"{0: {'f1': 0.24096385542168672, 'precision': 0.14175257731958762, 'accuracy': 0.9444277380164792, 'roc_auc_score': 0.8744596715809335}, 1: {'f1': 0.9058873679723393, 'precision': 0.8827248811556745, 'accuracy': 0.9203303863194403, 'roc_auc_score': 0.9218198422835582}}",17.580041974782944,"{0: {'f1': 0.24096385542168672, 'precision': 0.14175257731958762, 'accuracy': 0.9444277380164792, 'roc_auc_score': 0.8744596715809335}, 1: {'f1': 0.9058873679723393, 'precision': 0.8827248811556745, 'accuracy': 0.9203303863194403, 'roc_auc_score': 0.9218198422835582}}",0:00:02,20211226_1943,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
33,84.06762629747391,0:00:05,17.456562876701355,0:00:01,"{0: {'f1': 0.26207632772884976, 'precision': 0.15818298969072164, 'accuracy': 0.9445680720113871, 'roc_auc_score': 0.8552696595335305}, 1: {'f1': 0.9052184179456908, 'precision': 0.8846633128721096, 'accuracy': 0.9195284777771096, 'roc_auc_score': 0.9205816922015229}}",17.466686457395554,"{0: {'f1': 0.26207632772884976, 'precision': 0.15818298969072164, 'accuracy': 0.9445680720113871, 'roc_auc_score': 0.8552696595335305}, 1: {'f1': 0.9052184179456908, 'precision': 0.8846633128721096, 'accuracy': 0.9195284777771096, 'roc_auc_score': 0.9205816922015229}}",0:00:02,20211226_1943,/Users/barryzhou/Desktop/Barry2022/codes/ltr/ltr_sota/examples/census_income_mmoe/results/Model_LR0.0001_Batch1024_LossBCELoss
